493339691.4499730468	0.00000000008300169498	60351560.7730836794	0.00000000000354990632
621536134.9547829628	0.00000000008293172317	67844882.7317262888	0.00000000000282951016
764437845.6743597984	0.00000000007707843447	75056827.9878505170	0.00000000000212163654
925861861.8225042820	0.00000000007011960066	86367188.1602940410	0.00000000000174783779
1105476810.6690132618	0.00000000006240517213	93247760.6862147599	0.00000000000141847803
1303134460.4705088139	0.00000000005497889010	104409889.1152809262	0.00000000000114537588
1523080425.2344884872	0.00000000004781004832	115536075.6486987174	0.00000000000091967848
1765203552.7441258430	0.00000000004135023066	126587051.8609386533	0.00000000000073580855
2034101135.8432617188	0.00000000003539996690	142310531.2381969392	0.00000000000059026918
2329658500.1979126930	0.00000000003008677013	153246833.1164540350	0.00000000000048033255
2651808243.2533650398	0.00000000002541326967	168902909.9389982522	0.00000000000038346284
3005242005.3735432625	0.00000000002129142984	184530852.1811801493	0.00000000000030904142
3389886817.4465599060	0.00000000001773166287	200113959.8918366730	0.00000000000025629466
3810555231.9122767448	0.00000000001466917610	220554454.5738800168	0.00000000000020402192
4272095564.0770072937	0.00000000001203677290	240985877.5908504426	0.00000000000016265909
4774474955.4444236755	0.00000000000982441452	261393513.7765666246	0.00000000000013182478
5317638026.7226743698	0.00000000000799341533	281769557.5016840696	0.00000000000010520927
5906475171.5749073029	0.00000000000648118171	307067587.3505490422	0.00000000000008381530
6545894401.9043064117	0.00000000000523832853	332351642.9788493514	0.00000000000006756289
7235861913.5390644073	0.00000000000422794545	357615868.6559094191	0.00000000000005436862
7981309863.6620464325	0.00000000000340489070	387832081.4670721292	0.00000000000004325159
8787179109.1014175415	0.00000000000273676615	418037163.9722988605	0.00000000000003417411
9653443928.7198600769	0.00000000000219864379	448227655.6461419463	0.00000000000002812844
10600012561.2650470734	0.00000000000176384150	498340976.8990449905	0.00000000000002209589
11596948669.8042869568	0.00000000000142098624	498595131.6401981711	0.00000000000001807847
12644227778.7248229980	0.00000000000115074896	548683977.2803344727	0.00000000000001503592
13791691253.8230381012	0.00000000000092848556	598779497.8178815842	0.00000000000001183080
15039347151.9002761841	0.00000000000074728964	648876400.2593567371	0.00000000000000952117
16387194625.3142261505	0.00000000000060038106	698971073.1545928717	0.00000000000000771717
17835226918.2876472473	0.00000000000048380461	749061219.8188290596	0.00000000000000621099
19383433656.4287796021	0.00000000000038981572	799145518.3223017454	0.00000000000000500934
21031802512.1451339722	0.00000000000031538774	849223337.3940560818	0.00000000000000410862
22830284181.7440567017	0.00000000000025399798	949258332.2048630714	0.00000000000000330409
24778875731.9208488464	0.00000000000020413591	999333217.9719320536	0.00000000000000260366
26827608413.0658874512	0.00000000000016509429	1049399463.1731063128	0.00000000000000210358
29026443131.9499893188	0.00000000000013356549	1149435255.7109923363	0.00000000000000170377
31375371714.4583358765	0.00000000000010824564	1199493326.7973556519	0.00000000000000140416
33874392128.1088790894	0.00000000000008794195	1299527086.8531925678	0.00000000000000114199
36573480589.1019897461	0.00000000000007134232	1399561374.1399104595	0.00000000000000093163
39472637034.1851501465	0.00000000000005794562	1499595070.9432506561	0.00000000000000076185
42571859537.6445007324	0.00000000000004717097	1599627432.5160975456	0.00000000000000062143
45871144969.5695877075	0.00000000000003839771	1699657999.4089913368	0.00000000000000051167
49420481400.4384994507	0.00000000000003128543	1849678431.4599211216	0.00000000000000042114
53219866789.3460083008	0.00000000000002549383	1949706957.4475886822	0.00000000000000034137
57269300546.1394958496	0.00000000000002080270	2099726799.3459019661	0.00000000000000028075
61618773923.5448074341	0.00000000000001701191	2249746578.0594120026	0.00000000000000023089
66318281763.2355575562	0.00000000000001393136	2449761261.6313376427	0.00000000000000019107
71367823829.5601348877	0.00000000000001132095	2599780804.6932392120	0.00000000000000015134
76767400243.9855804443	0.00000000000000926368	2799795609.7321929932	0.00000000000000012767
82567006228.7435455322	0.00000000000000753048	2999810375.0257883072	0.00000000000000010470
88816638785.6077880859	0.00000000000000614634	3249822181.8384537697	0.00000000000000008559
95566295321.1512298584	0.00000000000000502624	3499834353.7049832344	0.00000000000000007058
